145750	11578
12008000	24274,17647,25618,4960
9039750	1293,14580
11947000	28967
6126750	25169,25117
10443000	13460,10570
1710500	28065
9706000	6364,849,9612,6740,12168
9351750	28930
1194750	25169,679,4059,27052,6543
1617250	12283,18002
4054000	20121
8145500	18124,21883
12371000	23896,17514,25570,11776,8628,17767
1319000	10449
1832000	10916,25687
3188000	26618
2050000	26866,18996,15231,17960,21659,5620
2316250	9688,10948
1971500	8316
11111500	4216
3895750	12475,12933
7016500	26546
3114000	21092,20536
452750	15638,24392
7367000	21336,20297
8909750	22342
1579250	4078,25424
12417500	28411,10570
309750	15365,4545
8195000	8943,21672,11080
11632250	25022
11493000	12453,1533,14661
9079500	27314,7868
4503500	11936
11142000	17407
5901250	14575,12606
10521000	18612
5812000	2683
1517000	15086,4808,16302
2182750	18808
190500	20751
10401500	12189
11307500	20300
6247250	25618
11552750	23448
10322250	1731,18575
3148500	16217,12795,28561
5655250	11196
4475750	4949,19113,20536,2227
7190750	27791
7163250	20154
12231250	27155,28149,24274
9842500	19048,7380,10908
3009000	5627,12327,21840,8724,19014,14695,28411
2331750	27179,19539,7179
4907500	8775,8965,11060,5712
4454500	15019
239250	28481
3952000	4648,13998,21844
140500	10480
7600250	3228
2704750	13592
415500	23164
528250	8693,155,2963
10069500	8637,7868
1189000	11328,12175
5754500	23214,25618,14020,28752
3520000	23409,7105
8353250	27205,12285
8123500	1591
5011500	20180,6219
12275500	23134
10831750	5640
4304250	679
2103250	4220,7567,28855
5828250	4808,9031
6233750	10678
9069000	28017,15302
6266000	23774
9685000	3185
4370750	15638
8523250	25500
847750	18024,12728,28169
9244000	13442
8102000	768
1792000	20630
2492500	20979
1782250	24460,155
1074500	16602,12606
11874000	4220,18180,1282,13844,4510,10014
7218000	22317
11579750	8410
10790500	7105
3089500	1917
5248750	27035
2768250	23421
8701250	1884
3344750	27427,8805,28524,3313
1909250	20516,6326,504
11321750	28481,19891,21672,13745,9906,10879,27205,12358,21684
5780000	2173,17061,1000
6897000	18544,7626
8702500	8257
9035750	18544,25618,18024,27052,17977
10064500	29099
6458250	7692,27205,23475
11535250	16463
1525000	11196,2257
4844000	28362
1492500	24886
11362000	5330
7545250	14381
10628500	12013,12159,3324
11391250	28924
2088000	21883,617
7687500	619,6737,12182,16453,14603,7868,14498,12364,13853
2200750	9315
7854500	4949,7552,527
1446250	23482,20297
5491500	20803
4782250	5724,9658,10778
4850000	12512
4153000	26523,22621,21865
11339250	6828
7306250	22359
11137750	19891
4037500	14523
5915250	15138
200250	25570
10054250	19660,4667
10773000	2999
11131750	29472
12028500	21392,18496,11196
6334000	10627
5254500	21672,25488,15478
7143250	23896,24281
